temperature,rainfall,humidity,yeild_apples
42.00,21.00,41.00,35.20
63.00,87.00,33.00,55.20
91.00,91.00,38.00,64.50
45.00,22.00,62.00,46.60
38.00,61.00,29.00,40.40
48.00,86.00,99.00,84.90
59.00,51.00,37.00,45.60
69.00,66.00,73.00,70.10
38.00,34.00,58.00,46.80
97.00,38.00,83.00,72.30
32.00,68.00,73.00,63.30
89.00,76.00,20.00,50.60
74.00,30.00,55.00,51.30
98.00,80.00,20.00,53.60
29.00,41.00,76.00,56.10
95.00,60.00,43.00,58.50
60.00,62.00,69.00,65.10
57.00,91.00,27.00,52.20
51.00,92.00,64.00,69.80
100.00,32.00,82.00,70.60
82.00,21.00,40.00,42.70
76.00,76.00,93.00,84.50
47.00,24.00,81.00,57.10
30.00,90.00,87.00,76.50
94.00,36.00,22.00,40.60
76.00,78.00,25.00,51.10
42.00,33.00,36.00,36.30
23.00,20.00,73.00,47.10
81.00,88.00,58.00,71.60
66.00,38.00,23.00,36.10
89.00,78.00,38.00,60.20
81.00,93.00,70.00,79.10
20.00,20.00,39.00,29.50
35.00,92.00,60.00,64.60
34.00,48.00,93.00,67.70
45.00,77.00,52.00,58.10
34.00,76.00,40.00,49.60
66.00,32.00,69.00,57.30
89.00,68.00,21.00,48.70
25.00,80.00,25.00,41.50
81.00,60.00,98.00,83.20
96.00,61.00,22.00,48.50
53.00,70.00,39.00,51.10
80.00,61.00,93.00,80.80
74.00,100.00,26.00,57.80
43.00,72.00,97.00,78.70
47.00,47.00,97.00,72.00
22.00,88.00,56.00,58.80
100.00,29.00,35.00,46.20
31.00,98.00,57.00,64.10
23.00,75.00,30.00,42.10
46.00,81.00,67.00,67.00
24.00,39.00,75.00,54.00
35.00,85.00,45.00,55.00
32.00,80.00,86.00,73.40
57.00,37.00,50.00,47.50
28.00,38.00,98.00,66.00
33.00,75.00,62.00,60.10
97.00,96.00,71.00,83.70
21.00,32.00,22.00,24.80
69.00,21.00,48.00,44.10
85.00,53.00,28.00,46.90
50.00,89.00,61.00,67.20
66.00,88.00,69.00,74.10
62.00,72.00,41.00,54.50
100.00,97.00,45.00,71.60
55.00,35.00,50.00,46.50
57.00,70.00,23.00,43.90
36.00,92.00,32.00,50.80
64.00,27.00,75.00,58.40
45.00,87.00,84.00,77.10
40.00,64.00,46.00,50.20
72.00,87.00,20.00,50.50
99.00,23.00,43.00,48.20
57.00,21.00,69.00,52.20
93.00,51.00,20.00,43.90
80.00,43.00,73.00,65.40
46.00,36.00,58.00,49.00
99.00,78.00,27.00,56.70
61.00,93.00,59.00,69.60
87.00,43.00,26.00,43.30
84.00,75.00,34.00,56.30
53.00,40.00,33.00,39.10
66.00,88.00,50.00,64.60
31.00,85.00,83.00,73.20
48.00,100.00,22.00,50.60
38.00,58.00,86.00,68.00
21.00,79.00,84.00,69.90
52.00,46.00,36.00,42.20
35.00,61.00,42.00,46.30
49.00,28.00,23.00,29.70
23.00,22.00,66.00,44.20
35.00,36.00,76.00,55.80
35.00,26.00,67.00,48.30
68.00,77.00,98.00,85.70
39.00,55.00,45.00,46.80
69.00,34.00,76.00,62.00
58.00,20.00,36.00,35.60
26.00,28.00,59.00,43.10
68.00,20.00,39.00,39.10
31.00,95.00,33.00,51.20
64.00,21.00,33.00,35.60
35.00,59.00,99.00,74.20
39.00,49.00,70.00,57.50
65.00,23.00,71.00,55.40
93.00,64.00,45.00,60.30
64.00,68.00,64.00,65.20
46.00,85.00,66.00,67.70
40.00,99.00,21.00,48.20
34.00,32.00,77.00,54.90
67.00,52.00,69.00,63.50
62.00,49.00,65.00,59.60
20.00,98.00,55.00,60.90
32.00,22.00,87.00,56.50
25.00,99.00,65.00,67.20
44.00,86.00,91.00,80.10
51.00,63.00,54.00,56.10
69.00,26.00,45.00,44.10
40.00,37.00,76.00,57.10
67.00,68.00,74.00,70.80
92.00,69.00,37.00,57.60
44.00,72.00,67.00,63.90
31.00,68.00,79.00,66.10
66.00,96.00,98.00,91.00
46.00,96.00,51.00,63.50
43.00,99.00,77.00,76.80
81.00,71.00,57.00,66.00
82.00,99.00,31.00,61.60
29.00,74.00,54.00,55.00
37.00,93.00,69.00,69.80
23.00,52.00,41.00,40.70
35.00,57.00,20.00,34.10
72.00,74.00,83.00,78.10
46.00,79.00,43.00,54.40
100.00,94.00,29.00,62.70
51.00,55.00,42.00,47.70
33.00,86.00,59.00,61.90
37.00,32.00,85.00,59.50
23.00,74.00,62.00,57.80
77.00,56.00,51.00,57.70
28.00,55.00,49.00,46.60
69.00,75.00,91.00,81.80
50.00,61.00,47.00,51.80
76.00,98.00,98.00,93.60
71.00,35.00,33.00,41.20
76.00,73.00,72.00,73.10
80.00,77.00,82.00,80.10
84.00,86.00,58.00,71.60
50.00,34.00,98.00,69.20
69.00,31.00,48.00,47.10
56.00,99.00,85.00,83.40
45.00,67.00,97.00,77.60
37.00,82.00,65.00,64.50
83.00,25.00,77.00,62.60
57.00,50.00,67.00,59.90
71.00,66.00,95.00,81.50
64.00,27.00,86.00,63.90
27.00,79.00,21.00,39.60
35.00,94.00,69.00,69.70
23.00,65.00,82.00,65.10
51.00,50.00,28.00,39.20
91.00,52.00,59.00,63.30
75.00,57.00,75.00,69.60
66.00,64.00,37.00,50.90
58.00,48.00,71.00,61.50
39.00,58.00,38.00,44.20
83.00,100.00,52.00,72.60
76.00,64.00,61.00,64.90
37.00,42.00,65.00,52.50
65.00,96.00,74.00,78.80
49.00,66.00,35.00,47.10
42.00,28.00,62.00,47.80
71.00,81.00,53.00,65.00
89.00,92.00,65.00,77.90
70.00,88.00,21.00,50.90
46.00,37.00,75.00,57.80
49.00,32.00,94.00,66.40
73.00,65.00,54.00,61.10
26.00,96.00,98.00,83.00
89.00,28.00,95.00,73.70
47.00,52.00,75.00,62.50
75.00,88.00,65.00,73.90
73.00,37.00,76.00,63.70
28.00,86.00,67.00,64.90
75.00,65.00,91.00,80.00
61.00,98.00,42.00,62.60
34.00,49.00,65.00,54.00
83.00,93.00,78.00,83.50
58.00,49.00,49.00,50.80
55.00,81.00,25.00,47.80
61.00,20.00,95.00,65.70
87.00,69.00,52.00,64.10
39.00,67.00,94.00,74.90
74.00,94.00,70.00,78.00
40.00,72.00,55.00,57.10
94.00,31.00,42.00,49.10
47.00,79.00,55.00,60.60
69.00,42.00,72.00,62.40
26.00,36.00,66.00,49.00
23.00,64.00,77.00,62.30
82.00,53.00,69.00,66.80
38.00,93.00,46.00,58.50
68.00,48.00,49.00,52.50
20.00,43.00,32.00,32.90
21.00,53.00,22.00,31.10
46.00,64.00,55.00,55.90
50.00,75.00,92.00,78.50
68.00,53.00,71.00,65.00
50.00,54.00,74.00,63.20
68.00,97.00,42.00,63.70
80.00,73.00,38.00,56.90
74.00,21.00,56.00,49.10
61.00,48.00,25.00,39.10
44.00,40.00,70.00,55.80
23.00,45.00,55.00,45.60
85.00,69.00,42.00,58.70
56.00,87.00,75.00,74.80
43.00,96.00,89.00,81.90
23.00,31.00,45.00,36.40
67.00,80.00,25.00,49.90
72.00,28.00,60.00,52.80
32.00,97.00,80.00,75.50
52.00,55.00,73.00,63.40
30.00,56.00,85.00,65.30
48.00,49.00,34.00,41.30
80.00,44.00,91.00,74.70
51.00,70.00,60.00,61.20
71.00,70.00,95.00,82.70
48.00,95.00,26.00,51.10
71.00,66.00,40.00,54.00
63.00,33.00,84.00,64.50
83.00,45.00,52.00,56.10
94.00,64.00,85.00,80.50
85.00,58.00,74.00,71.40
37.00,47.00,30.00,36.50
77.00,82.00,88.00,84.00
92.00,65.00,59.00,67.40
61.00,53.00,85.00,70.60
66.00,46.00,90.00,72.00
84.00,60.00,38.00,53.80
53.00,60.00,82.00,69.60
96.00,73.00,57.00,69.60
42.00,41.00,69.00,55.20
54.00,25.00,23.00,29.80
46.00,21.00,89.00,60.00
89.00,64.00,33.00,53.50
29.00,65.00,60.00,55.30
91.00,83.00,88.00,87.10
49.00,68.00,41.00,50.70
58.00,72.00,86.00,76.20
91.00,41.00,51.00,56.00
56.00,41.00,46.00,46.50
78.00,97.00,44.00,66.70
62.00,58.00,89.00,74.30
24.00,69.00,20.00,35.50
94.00,34.00,65.00,61.50
44.00,52.00,81.00,64.90
93.00,71.00,58.00,68.90
53.00,49.00,83.00,66.80
72.00,96.00,73.00,79.70
67.00,78.00,74.00,73.80
100.00,67.00,41.00,60.60
38.00,97.00,39.00,56.20
76.00,80.00,99.00,88.70
91.00,73.00,45.00,62.60
29.00,94.00,86.00,77.00
78.00,24.00,54.00,49.80
22.00,77.00,60.00,57.50
20.00,88.00,63.00,61.90
82.00,35.00,67.00,60.40
49.00,40.00,60.00,51.80
47.00,97.00,58.00,67.50
63.00,44.00,61.00,56.30
79.00,56.00,74.00,69.60
36.00,55.00,27.00,37.20
52.00,28.00,45.00,41.30
97.00,37.00,80.00,70.50
100.00,67.00,29.00,54.60
53.00,57.00,34.00,44.70
97.00,55.00,62.00,66.90
90.00,28.00,62.00,57.40
89.00,64.00,66.00,70.00
30.00,21.00,57.00,40.80
33.00,78.00,65.00,62.50
96.00,69.00,66.00,72.90
67.00,60.00,32.00,47.40
57.00,74.00,41.00,54.10
38.00,29.00,87.00,59.80
64.00,69.00,84.00,75.50
88.00,67.00,98.00,86.70
49.00,30.00,25.00,31.30
47.00,24.00,47.00,40.10
51.00,33.00,81.00,60.60
81.00,91.00,83.00,85.00
21.00,64.00,62.00,54.40
84.00,69.00,99.00,87.00
79.00,30.00,40.00,44.80
82.00,20.00,33.00,38.90
55.00,95.00,84.00,81.50
23.00,98.00,22.00,45.00
72.00,77.00,48.00,61.50
54.00,53.00,38.00,45.70
51.00,29.00,58.00,47.90
26.00,75.00,26.00,40.70
45.00,50.00,39.00,43.50
20.00,64.00,24.00,35.20
93.00,28.00,24.00,39.00
91.00,71.00,42.00,60.50
41.00,46.00,95.00,69.50
27.00,96.00,73.00,70.70
62.00,98.00,35.00,59.30
27.00,23.00,54.00,39.30
24.00,86.00,71.00,66.10
94.00,69.00,43.00,61.00
31.00,96.00,22.00,46.00
85.00,79.00,43.00,62.20
82.00,72.00,74.00,75.00
62.00,22.00,47.00,42.50
69.00,35.00,65.00,56.80
81.00,91.00,54.00,70.50
76.00,27.00,63.00,54.80
76.00,93.00,89.00,87.60
51.00,30.00,63.00,50.70
44.00,92.00,54.00,63.40
58.00,69.00,94.00,79.30
67.00,85.00,37.00,57.40
84.00,44.00,20.00,40.00
48.00,54.00,71.00,61.30
67.00,64.00,97.00,81.10
48.00,28.00,24.00,30.00
68.00,63.00,54.00,59.50
22.00,80.00,42.00,49.40
58.00,94.00,47.00,63.30
81.00,75.00,68.00,72.70
55.00,22.00,84.00,59.60
30.00,21.00,37.00,30.80
85.00,58.00,90.00,79.40
77.00,73.00,48.00,61.30
91.00,81.00,87.00,86.00
82.00,56.00,65.00,65.70
58.00,63.00,66.00,63.50
25.00,79.00,47.00,52.20
56.00,59.00,86.00,71.90
38.00,61.00,90.00,70.90
91.00,61.00,48.00,60.50
99.00,32.00,71.00,64.90
41.00,27.00,25.00,28.80
37.00,91.00,66.00,67.70
98.00,69.00,99.00,89.80
33.00,80.00,24.00,42.60
86.00,80.00,44.00,63.20
60.00,45.00,75.00,63.00
84.00,39.00,83.00,70.00
30.00,41.00,80.00,58.30
59.00,76.00,77.00,73.10
90.00,42.00,94.00,77.60
33.00,87.00,29.00,47.20
81.00,20.00,57.00,50.70
73.00,94.00,76.00,80.80
47.00,56.00,96.00,74.20
25.00,62.00,45.00,46.10
97.00,75.00,38.00,60.90
95.00,74.00,95.00,88.70
25.00,64.00,29.00,38.70
78.00,39.00,20.00,37.30
62.00,87.00,60.00,68.50
50.00,23.00,61.00,47.40
52.00,87.00,57.00,65.00
69.00,64.00,94.00,80.00
99.00,68.00,51.00,65.70
21.00,58.00,26.00,34.60
86.00,43.00,74.00,67.10
58.00,36.00,73.00,58.90
91.00,66.00,37.00,56.50
21.00,59.00,25.00,34.40
63.00,96.00,57.00,69.90
40.00,20.00,72.00,50.00
33.00,87.00,32.00,48.70
66.00,88.00,73.00,76.10
24.00,94.00,25.00,45.50
97.00,78.00,20.00,52.80
55.00,66.00,61.00,61.30
53.00,82.00,42.00,56.20
22.00,61.00,84.00,64.70
40.00,59.00,22.00,36.70
31.00,93.00,32.00,50.10
94.00,28.00,60.00,57.20
99.00,69.00,83.00,82.00
21.00,47.00,45.00,40.80
36.00,95.00,86.00,78.70
80.00,46.00,100.00,79.80
41.00,94.00,23.00,47.90
26.00,97.00,48.00,58.30
80.00,66.00,76.00,73.80
80.00,63.00,33.00,51.40
25.00,48.00,83.00,60.90
61.00,47.00,93.00,72.80
44.00,81.00,62.00,64.10
89.00,54.00,70.00,69.00
44.00,72.00,73.00,66.90
58.00,71.00,31.00,48.40
54.00,33.00,90.00,65.70
29.00,49.00,91.00,66.00
60.00,51.00,63.00,58.80
30.00,20.00,71.00,47.50
23.00,100.00,66.00,67.60
54.00,51.00,47.00,49.60
35.00,98.00,30.00,51.40
44.00,37.00,24.00,31.90
47.00,94.00,83.00,79.10
46.00,68.00,66.00,62.60
67.00,75.00,76.00,73.90
58.00,63.00,92.00,76.50
100.00,22.00,60.00,56.60
46.00,43.00,32.00,38.10
66.00,86.00,32.00,55.00
22.00,62.00,99.00,72.50
37.00,99.00,27.00,50.60
100.00,89.00,24.00,58.70
65.00,25.00,71.00,56.00
100.00,57.00,47.00,60.60
66.00,30.00,87.00,65.70
74.00,79.00,85.00,81.00
85.00,58.00,32.00,50.40
21.00,28.00,76.00,50.60
36.00,67.00,90.00,72.30
60.00,22.00,92.00,64.60
55.00,85.00,60.00,66.50
74.00,45.00,82.00,69.30
39.00,98.00,90.00,82.20
69.00,79.00,42.00,58.50
97.00,51.00,49.00,59.20
97.00,61.00,87.00,81.20
60.00,58.00,71.00,64.90
76.00,30.00,81.00,64.70
46.00,73.00,87.00,74.60
50.00,96.00,73.00,75.30
34.00,42.00,54.00,46.40
60.00,20.00,33.00,34.50
69.00,56.00,45.00,53.10
53.00,50.00,35.00,43.10
57.00,93.00,31.00,54.80
21.00,54.00,41.00,40.90
42.00,79.00,54.00,59.10
42.00,27.00,89.00,61.00
76.00,49.00,66.00,62.90
70.00,92.00,80.00,81.60
57.00,40.00,45.00,45.90
25.00,46.00,62.00,49.80
29.00,89.00,25.00,45.00
71.00,98.00,69.00,78.10
31.00,79.00,47.00,53.40
56.00,74.00,48.00,57.40
94.00,21.00,64.00,57.10
58.00,100.00,67.00,75.10
57.00,100.00,28.00,55.40
48.00,72.00,20.00,41.20
86.00,79.00,93.00,87.40
41.00,35.00,43.00,40.20
72.00,27.00,38.00,41.50
95.00,41.00,34.00,48.30
75.00,55.00,74.00,68.50
87.00,65.00,95.00,84.40
84.00,69.00,49.00,62.00
88.00,57.00,20.00,44.70
25.00,42.00,86.00,60.60
28.00,95.00,46.00,57.10
48.00,79.00,97.00,81.80
40.00,25.00,21.00,26.00
97.00,45.00,29.00,47.40
85.00,42.00,83.00,71.10
92.00,100.00,81.00,88.90
72.00,78.00,99.00,87.30
56.00,35.00,42.00,42.70
58.00,39.00,58.00,52.30
99.00,46.00,56.00,61.60
28.00,82.00,22.00,41.20
93.00,93.00,44.00,68.50
23.00,32.00,83.00,55.70
49.00,67.00,76.00,67.90
27.00,63.00,93.00,70.80
91.00,63.00,92.00,83.10
26.00,51.00,70.00,55.50
95.00,67.00,69.00,73.60
78.00,42.00,25.00,40.70
59.00,81.00,29.00,50.60
32.00,99.00,59.00,65.60
62.00,66.00,91.00,77.70
47.00,21.00,36.00,33.70
52.00,23.00,53.00,43.80
70.00,96.00,74.00,79.80
32.00,83.00,85.00,73.80
65.00,54.00,95.00,76.70
44.00,89.00,66.00,68.50
59.00,77.00,75.00,72.40
96.00,25.00,87.00,70.20
24.00,86.00,33.00,47.10
76.00,85.00,72.00,76.70
64.00,73.00,90.00,79.70
56.00,94.00,78.00,78.40
28.00,89.00,98.00,81.30
32.00,83.00,25.00,43.80
66.00,73.00,29.00,49.60
26.00,77.00,21.00,38.80
36.00,86.00,35.00,50.50
73.00,44.00,61.00,58.30
90.00,23.00,51.00,50.40
52.00,48.00,31.00,40.30
54.00,34.00,49.00,45.50
32.00,64.00,65.00,58.10
69.00,61.00,55.00,59.60
54.00,64.00,64.00,62.00
20.00,82.00,91.00,74.10
25.00,62.00,32.00,39.60
75.00,99.00,100.00,94.70
23.00,28.00,71.00,48.50
41.00,58.00,91.00,71.10
70.00,88.00,33.00,56.90
76.00,25.00,51.00,48.20
62.00,27.00,49.00,45.00
97.00,30.00,28.00,42.40
24.00,45.00,84.00,60.30
31.00,60.00,36.00,42.20
30.00,32.00,64.00,47.60
36.00,72.00,51.00,54.30
35.00,41.00,21.00,29.80
21.00,65.00,41.00,44.20
50.00,54.00,66.00,59.20
85.00,65.00,69.00,71.00
32.00,57.00,96.00,71.50
96.00,32.00,42.00,49.80
53.00,25.00,95.00,65.60
23.00,88.00,52.00,57.00
86.00,70.00,70.00,73.20
97.00,33.00,36.00,47.30
74.00,21.00,37.00,39.60
56.00,69.00,65.00,64.40
24.00,56.00,76.00,59.60
27.00,72.00,42.00,48.00
20.00,70.00,77.00,63.50
51.00,63.00,47.00,52.60
82.00,87.00,55.00,70.00
42.00,71.00,60.00,59.70
83.00,51.00,85.00,74.40
68.00,54.00,26.00,42.80
90.00,92.00,52.00,71.60
97.00,60.00,91.00,82.90
65.00,71.00,32.00,50.30
98.00,64.00,65.00,71.30
81.00,29.00,70.00,59.90
97.00,29.00,25.00,40.60
29.00,30.00,40.00,34.80
30.00,83.00,54.00,57.90
61.00,37.00,51.00,48.80
49.00,80.00,24.00,45.80
92.00,96.00,53.00,73.70
30.00,45.00,97.00,68.00
69.00,22.00,81.00,60.90
48.00,30.00,98.00,67.60
50.00,79.00,53.00,60.20
60.00,98.00,61.00,71.90
97.00,84.00,20.00,54.60
21.00,63.00,74.00,60.10
24.00,33.00,50.00,39.70
54.00,99.00,80.00,80.50
40.00,28.00,100.00,66.40
44.00,93.00,78.00,75.70
78.00,48.00,65.00,62.50
26.00,65.00,98.00,73.70
74.00,62.00,56.00,61.40
40.00,68.00,22.00,39.40
79.00,40.00,91.00,73.30
68.00,52.00,93.00,75.70
72.00,54.00,33.00,47.10
31.00,95.00,87.00,78.20
66.00,23.00,38.00,39.10
57.00,36.00,84.00,64.20
40.00,80.00,47.00,55.50
82.00,36.00,92.00,73.20
21.00,37.00,21.00,25.80
65.00,24.00,27.00,33.70
80.00,69.00,60.00,66.70
82.00,94.00,69.00,79.10
63.00,29.00,57.00,49.80
61.00,82.00,48.00,60.80
96.00,66.00,39.00,58.50
41.00,93.00,65.00,68.60
73.00,68.00,41.00,55.50
43.00,98.00,23.00,49.50
45.00,31.00,91.00,63.80
20.00,78.00,86.00,70.40
47.00,37.00,74.00,57.50
95.00,28.00,44.00,49.40
27.00,81.00,77.00,68.20
46.00,28.00,95.00,65.10
64.00,97.00,62.00,72.90
56.00,52.00,75.00,64.30
45.00,71.00,88.00,74.30
31.00,81.00,83.00,72.00
84.00,26.00,49.00,49.10
87.00,76.00,20.00,50.20
40.00,50.00,42.00,44.00
64.00,70.00,48.00,57.80
66.00,29.00,53.00,48.40
28.00,37.00,59.00,46.20
51.00,36.00,30.00,36.00
62.00,96.00,86.00,84.20
61.00,47.00,62.00,57.30
69.00,66.00,53.00,60.10
41.00,45.00,49.00,46.20
75.00,35.00,76.00,63.50
27.00,58.00,77.00,61.30
35.00,33.00,20.00,26.90
65.00,82.00,25.00,50.10
44.00,89.00,36.00,53.50
93.00,39.00,86.00,73.30
21.00,87.00,40.00,50.30
78.00,48.00,61.00,60.50
22.00,22.00,42.00,32.00
23.00,66.00,99.00,73.90
97.00,41.00,52.00,57.70
42.00,36.00,51.00,44.70
99.00,25.00,64.00,59.30
25.00,42.00,36.00,35.60
82.00,20.00,47.00,45.90
39.00,41.00,37.00,38.60
29.00,29.00,62.00,45.50
39.00,75.00,38.00,49.30
43.00,79.00,94.00,79.30
87.00,70.00,48.00,62.40
96.00,49.00,56.00,61.90
54.00,42.00,46.00,46.40
52.00,64.00,25.00,42.10
84.00,98.00,30.00,61.20
39.00,59.00,71.00,61.00
26.00,26.00,64.00,45.00
95.00,24.00,43.00,47.70
78.00,45.00,51.00,54.60
30.00,31.00,88.00,59.30
95.00,69.00,30.00,54.70
33.00,85.00,58.00,61.10
20.00,97.00,34.00,50.10
74.00,57.00,55.00,59.40
67.00,65.00,38.00,51.90
36.00,80.00,78.00,70.20
98.00,59.00,46.00,60.30
32.00,64.00,89.00,70.10
48.00,22.00,26.00,29.20
44.00,20.00,37.00,33.30
37.00,72.00,58.00,58.00
26.00,75.00,55.00,55.20
23.00,72.00,49.00,50.70
82.00,46.00,59.00,59.70
48.00,42.00,48.00,46.20
52.00,78.00,27.00,47.30
49.00,73.00,36.00,49.70
82.00,32.00,42.00,47.00
77.00,77.00,89.00,83.00
62.00,21.00,54.00,45.70
70.00,47.00,75.00,65.60
81.00,43.00,79.00,68.60
54.00,71.00,32.00,48.10
63.00,34.00,38.00,41.80
22.00,59.00,74.00,59.10
47.00,93.00,26.00,50.30
45.00,37.00,93.00,66.60
44.00,22.00,58.00,44.40
79.00,35.00,58.00,55.30
57.00,45.00,54.00,51.90
45.00,99.00,47.00,62.20
60.00,90.00,31.00,54.50
20.00,62.00,47.00,46.10
63.00,26.00,61.00,50.90
50.00,28.00,70.00,53.40
44.00,76.00,98.00,80.60
20.00,81.00,31.00,43.80
84.00,83.00,59.00,71.20
63.00,94.00,37.00,59.30
45.00,76.00,86.00,74.80
48.00,47.00,63.00,55.20
22.00,40.00,30.00,31.40
91.00,71.00,57.00,68.00
65.00,77.00,49.00,60.60
23.00,69.00,87.00,68.80
72.00,65.00,33.00,50.40
28.00,44.00,82.00,59.80
53.00,38.00,92.00,68.00
46.00,74.00,69.00,65.90
40.00,25.00,67.00,49.00
33.00,48.00,55.00,48.50
84.00,21.00,60.00,53.10
68.00,46.00,68.00,61.40
31.00,92.00,32.00,49.80
84.00,48.00,79.00,70.70
67.00,41.00,49.00,50.20
90.00,37.00,39.00,48.60
88.00,45.00,41.00,51.60
67.00,47.00,55.00,55.00
90.00,84.00,68.00,77.20
66.00,28.00,45.00,44.10
59.00,65.00,64.00,63.30
21.00,28.00,32.00,28.60
24.00,25.00,51.00,37.80
86.00,26.00,84.00,67.00
94.00,21.00,34.00,42.10
51.00,40.00,37.00,40.70
98.00,34.00,61.00,60.30
23.00,26.00,88.00,56.40
92.00,39.00,24.00,42.10
37.00,36.00,79.00,57.70
36.00,31.00,23.00,28.00
62.00,80.00,79.00,75.90
43.00,25.00,73.00,52.60
65.00,36.00,67.00,57.30
67.00,88.00,93.00,86.30
93.00,57.00,36.00,53.70
99.00,95.00,84.00,90.30
52.00,87.00,56.00,64.50
73.00,35.00,90.00,70.10
33.00,87.00,47.00,56.20
40.00,80.00,59.00,61.50
62.00,59.00,68.00,64.10
40.00,71.00,28.00,43.30
90.00,39.00,92.00,75.70
31.00,43.00,45.00,41.60
79.00,23.00,74.00,59.70
44.00,69.00,76.00,67.50
20.00,60.00,20.00,32.00
29.00,40.00,26.00,30.80
85.00,97.00,99.00,95.60
90.00,25.00,26.00,38.50
51.00,71.00,41.00,52.00
94.00,35.00,87.00,72.80
86.00,99.00,78.00,85.90
49.00,37.00,94.00,67.90
72.00,40.00,56.00,54.40
74.00,97.00,82.00,84.90
35.00,73.00,22.00,39.90
40.00,81.00,66.00,65.30
39.00,66.00,36.00,45.60
74.00,73.00,100.00,86.70
62.00,40.00,87.00,67.90
89.00,20.00,83.00,65.30
29.00,83.00,58.00,59.70
98.00,22.00,24.00,38.20
96.00,80.00,63.00,74.70
46.00,74.00,58.00,60.40
40.00,97.00,77.00,75.60
89.00,49.00,100.00,82.50
20.00,52.00,50.00,44.60
83.00,57.00,42.00,54.70
30.00,29.00,54.00,41.70
34.00,57.00,92.00,69.90
44.00,87.00,52.00,60.90
27.00,33.00,64.00,47.30
78.00,54.00,66.00,64.80
71.00,92.00,78.00,80.80
60.00,54.00,69.00,62.70
58.00,68.00,31.00,47.50
30.00,30.00,23.00,26.50
43.00,34.00,46.00,41.80
50.00,71.00,90.00,76.30
58.00,51.00,67.00,60.40
75.00,78.00,94.00,85.40
41.00,91.00,40.00,55.50
20.00,39.00,64.00,47.70
98.00,45.00,33.00,49.60
43.00,24.00,97.00,64.30
88.00,32.00,33.00,43.70
46.00,29.00,34.00,34.90
85.00,83.00,77.00,80.40
21.00,60.00,95.00,69.70
45.00,64.00,30.00,43.20
76.00,40.00,24.00,39.20
70.00,63.00,58.00,61.90
34.00,78.00,64.00,62.20
66.00,60.00,81.00,71.70
31.00,81.00,85.00,73.00
58.00,55.00,61.00,58.60
40.00,71.00,100.00,79.30
30.00,23.00,97.00,61.40
26.00,86.00,36.00,49.00
95.00,51.00,70.00,69.30
97.00,56.00,78.00,75.20
27.00,28.00,29.00,28.30
89.00,99.00,31.00,63.00
74.00,81.00,43.00,60.60
27.00,33.00,56.00,43.30
46.00,50.00,33.00,40.70
53.00,24.00,25.00,30.30
54.00,96.00,37.00,58.10
34.00,20.00,55.00,40.30
33.00,38.00,54.00,45.00
47.00,100.00,51.00,64.90
42.00,41.00,72.00,56.70
80.00,59.00,96.00,81.70
37.00,34.00,100.00,67.60
42.00,59.00,71.00,61.60
39.00,25.00,45.00,37.80
56.00,65.00,24.00,42.70
21.00,87.00,84.00,72.30
30.00,56.00,95.00,70.30
84.00,52.00,53.00,58.90
34.00,21.00,79.00,52.60
65.00,25.00,99.00,70.00
42.00,76.00,84.00,73.20
55.00,97.00,83.00,81.60
58.00,81.00,50.00,60.90
83.00,75.00,22.00,50.10
24.00,37.00,77.00,54.40
31.00,42.00,98.00,67.80
67.00,49.00,94.00,75.10
97.00,42.00,89.00,76.50
25.00,49.00,47.00,43.20
26.00,76.00,77.00,66.50
90.00,80.00,67.00,75.50
88.00,100.00,42.00,68.60
75.00,57.00,64.00,64.10
80.00,70.00,38.00,56.00
40.00,40.00,90.00,65.00
95.00,80.00,35.00,60.50
98.00,73.00,63.00,73.00
52.00,70.00,63.00,62.90
49.00,78.00,38.00,52.20
34.00,42.00,54.00,46.40
22.00,63.00,52.00,49.30
86.00,45.00,34.00,47.70
55.00,90.00,24.00,50.00
59.00,27.00,99.00,69.40
80.00,88.00,90.00,87.40
51.00,93.00,60.00,68.10
69.00,42.00,32.00,42.40
59.00,74.00,38.00,53.00
84.00,92.00,46.00,67.40
49.00,65.00,84.00,71.30
30.00,77.00,62.00,60.10
94.00,28.00,53.00,53.70
76.00,45.00,87.00,72.20
100.00,49.00,42.00,55.70
26.00,70.00,35.00,43.70
37.00,61.00,98.00,74.70
70.00,91.00,85.00,83.80
29.00,56.00,51.00,48.10
40.00,33.00,25.00,30.40
42.00,61.00,82.00,67.70
29.00,84.00,33.00,47.50
72.00,56.00,35.00,48.70
22.00,48.00,51.00,44.30
75.00,20.00,42.00,42.00
61.00,88.00,55.00,66.10
70.00,63.00,47.00,56.40
43.00,79.00,99.00,81.80
56.00,53.00,59.00,56.60
50.00,41.00,23.00,33.80
80.00,26.00,88.00,67.80
33.00,80.00,54.00,57.60
79.00,51.00,80.00,71.10
53.00,94.00,39.00,58.30
43.00,73.00,57.00,59.00
64.00,25.00,22.00,31.30
72.00,70.00,78.00,74.40
48.00,97.00,22.00,49.70
50.00,43.00,26.00,35.90
68.00,92.00,78.00,80.20
68.00,77.00,99.00,86.20
31.00,53.00,52.00,48.10
88.00,74.00,28.00,53.80
21.00,38.00,58.00,44.60
26.00,83.00,58.00,59.10
94.00,85.00,46.00,67.30
56.00,22.00,51.00,43.30
96.00,75.00,82.00,82.70
45.00,25.00,58.00,45.50
